question,context,selected_answer,selected_answer_idx,is_correct,confidence,correct_answers,correct_answers_text,correct_answers_idx
Кто был задержан следователями по горячим следам?,"Все трое были задержаны следователями по горячим следам."" Как отмечает РИА Новости, коллегия присяжных признала ещё трех фигурантов дела виновными в убийстве. Им, по информации издания, стал Максим Макровский. Как рассказал агентству один из участников процесса, 11 из 12 присяжных признали милиционера виновным и не заслуживающим снисхождения. Дмитрий Максимов был задержан по подозрению в соучастии в убийстве в ночь на 23 декабря 2009 года в Москве. Заместитель начальника одного из отделов департамента уголовного розыска МВД России Дмитрий Максимов признан виновным в пособничестве убийству юриста Сергея Бирюкова. Он привлёк к исполнению преступления своего помощника Мирослава Корнуса, а тот в свою очередь Ольгу Заикину, нашедшую исполнителя.",Двое человек были задержаны следствием.,1258,False,0.532853901386261,"[{'text': 'Максимов привлёк к исполнению преступления своего помощника Мирослава Корнуса, а тот в свою очередь Ольгу Заикину, нашедшую исполнителя. Им, по информации издания, стал Максим Макровский. Все трое были задержаны следователями по горячим следам.', 'idx': 1257}, {'text': 'Мирослав Корнус, Ольга Заикина, Максим Макровский.', 'idx': 1260}]","['Максимов привлёк к исполнению преступления своего помощника Мирослава Корнуса, а тот в свою очередь Ольгу Заикину, нашедшую исполнителя. Им, по информации издания, стал Максим Макровский. Все трое были задержаны следователями по горячим следам.', 'Мирослав Корнус, Ольга Заикина, Максим Макровский.']","[1257, 1260]"
Кто стал финалистом чемпионата?,"Определился первый финалист Открытого чемпионата Франции по теннису (Roland Garros) в мужском одиночном разряде. Об этом сообщает официальный сайт турнира. Этот матч пройдет вечером 4 июня. Интересно, что Седерлинг является единственным теннисистом, побеждавшим Надаля на Открытом чемпионате Франции. В финале Седерлинг сыграет с победителем второго полуфинала, в котором встретятся испанец Рафаэль Надаль и австриец Юрген Мельцер. Им стал швед Робин Седерлинг, занимающий седьмое место в рейтинге Ассоциации теннисистов-профессионалов (ATP). Их матч пройдет 5 июня.",Роберт Седерлинг.,1262,True,0.75629723072052,"[{'text': 'Швед.', 'idx': 1261}, {'text': 'Роберт Седерлинг.', 'idx': 1262}]","['Швед.', 'Роберт Седерлинг.']","[1261, 1262]"
С кем будет играть Седерлинг?,"В финале Седерлинг сыграет с победителем второго полуфинала, в котором встретятся испанец Рафаэль Надаль и австриец Юрген Мельцер. Матч Седерлинга с Бердыхом продолжался три с половиной часа. В финале Roland Garros в женском одиночном разряде сыграют итальянка Франческа Скьявоне и австралийка Саманта Стосур. В полуфинале Седерлинг обыграл 17-ю ракетку мира Томаша Бердыха из Чехии. Седерлинг вышел в финал Roland Garros во второй раз подряд. Их матч пройдет 5 июня. Интересно, что Седерлинг является единственным теннисистом, побеждавшим Надаля на Открытом чемпионате Франции.",С победителем второго полуфинала.,1268,True,0.9359700679779053,"[{'text': 'С победителем.', 'idx': 1266}, {'text': 'С победителем второго полуфинала.', 'idx': 1268}]","['С победителем.', 'С победителем второго полуфинала.']","[1266, 1268]"
Кто стал первым финалистом Открытого чемпионата Франции по теннису (Roland Garros) в мужском одиночном разряде?,"Определился первый финалист Открытого чемпионата Франции по теннису (Roland Garros) в мужском одиночном разряде. В финале Roland Garros в женском одиночном разряде сыграют итальянка Франческа Скьявоне и австралийка Саманта Стосур. Седерлинг вышел в финал Roland Garros во второй раз подряд. В финале Седерлинг сыграет с победителем второго полуфинала, в котором встретятся испанец Рафаэль Надаль и австриец Юрген Мельцер. Интересно, что Седерлинг является единственным теннисистом, побеждавшим Надаля на Открытом чемпионате Франции. В полуфинале Седерлинг обыграл 17-ю ракетку мира Томаша Бердыха из Чехии. Им стал швед Робин Седерлинг, занимающий седьмое место в рейтинге Ассоциации теннисистов-профессионалов (ATP).",Робин Седерлин.,1272,True,0.7910255789756775,"[{'text': 'Финалистом стал Робин Седерлин.', 'idx': 1271}, {'text': 'Робин Седерлин.', 'idx': 1272}]","['Финалистом стал Робин Седерлин.', 'Робин Седерлин.']","[1271, 1272]"
Кто поиграл Робину Седерлину?,"Матч Седерлинга с Бердыхом продолжался три с половиной часа. В финале Седерлинг сыграет с победителем второго полуфинала, в котором встретятся испанец Рафаэль Надаль и австриец Юрген Мельцер. Им стал швед Робин Седерлинг, занимающий седьмое место в рейтинге Ассоциации теннисистов-профессионалов (ATP). В финале Roland Garros в женском одиночном разряде сыграют итальянка Франческа Скьявоне и австралийка Саманта Стосур. В полуфинале Седерлинг обыграл 17-ю ракетку мира Томаша Бердыха из Чехии. В 2009 году швед в решающем матче уступил швейцарцу Роджеру Федереру. Определился первый финалист Открытого чемпионата Франции по теннису (Roland Garros) в мужском одиночном разряде.",Томаш Бердых.,1274,True,0.4910271167755127,"[{'text': 'Томаш Бердых.', 'idx': 1274}, {'text': 'Проиграл Томаш Бердых.', 'idx': 1275}]","['Томаш Бердых.', 'Проиграл Томаш Бердых.']","[1274, 1275]"
"Как звали участника митинга оппозиции в Петербурге, пострадавшего 31 июля от действий милиции?","Участник митинга оппозиции в Петербурге, пострадавший 31 июля от действий милиции, опознал так называемого ""жемчужного прапорщика"". Конфликт между Семёновым и Бойко произошел во время разгона митинга оппозиции. Как заявил Дмитрий Семёнов радиостанции ""Эхо Москвы"", ему предложили на опознание трех похожих мужчин в форме и в одном из них он узнал своего обидчика. Прапорщик получил прозвище ""жемчужный"", так как у него на руке был виден браслет из материала, похожего на жемчуг. Кроме того, в ГУВД Петербурга действия милиционеров на митинге разбираются в рамках служебной проверки. Прапорщик обозвал демонстрантов ""хорьками"" и обругал их матом. Когда Семёнов сделал Бойко замечание о неподобающем поведении, милиционер ударил его по лицу и схватил за волосы.",Дмитрий Семёнов.,1278,True,0.4502742290496826,"[{'text': 'Дмитрий Семёнов.', 'idx': 1278}]",['Дмитрий Семёнов.'],[1278]
Какое прозвище получил прапорщик Бойко?,"По словам Семёнова, прапорщика зовут Вадим Бойко. Участник митинга оппозиции в Петербурге, пострадавший 31 июля от действий милиции, опознал так называемого ""жемчужного прапорщика"". Прапорщик получил прозвище ""жемчужный"", так как у него на руке был виден браслет из материала, похожего на жемчуг. Как заявил Дмитрий Семёнов радиостанции ""Эхо Москвы"", ему предложили на опознание трех похожих мужчин в форме и в одном из них он узнал своего обидчика. В каком статусе по следственным действиям находится опознанный прапорщик, не уточняется."" Конфликт между Семёновым и Бойко произошел во время разгона митинга оппозиции. Прапорщик обозвал демонстрантов ""хорьками"" и обругал их матом.",Жемчужный.,1280,True,0.6939748525619507,"[{'text': 'Жемчужный.', 'idx': 1280}]",['Жемчужный.'],[1280]
Кем оказался опознанный жемчужный прапорщик?,"Участник митинга оппозиции в Петербурге, пострадавший 31 июля от действий милиции, опознал так называемого ""жемчужного прапорщика"". В каком статусе по следственным действиям находится опознанный прапорщик, не уточняется."" Как заявил Дмитрий Семёнов радиостанции ""Эхо Москвы"", ему предложили на опознание трех похожих мужчин в форме и в одном из них он узнал своего обидчика. Прапорщик получил прозвище ""жемчужный"", так как у него на руке был виден браслет из материала, похожего на жемчуг. По словам Семёнова, прапорщика зовут Вадим Бойко. Конфликт между Семёновым и Бойко произошел во время разгона митинга оппозиции. Прапорщик обозвал демонстрантов ""хорьками"" и обругал их матом.","Разведенный, с двумя несовершеннолетними детьми, Вадим Бойко.",1284,True,0.3430529534816742,"[{'text': 'Вадим Бойко, разведён, двое несовершеннолетних детей, платит алименты.', 'idx': 1282}, {'text': 'Разведенный, с двумя несовершеннолетними детьми, Вадим Бойко.', 'idx': 1284}]","['Вадим Бойко, разведён, двое несовершеннолетних детей, платит алименты.', 'Разведенный, с двумя несовершеннолетними детьми, Вадим Бойко.']","[1282, 1284]"
В следствии каких событий пострадал участник митинга оппозиции в Петербурге?,"Конфликт между Семёновым и Бойко произошел во время разгона митинга оппозиции. Участник митинга оппозиции в Петербурге, пострадавший 31 июля от действий милиции, опознал так называемого ""жемчужного прапорщика"". Как заявил Дмитрий Семёнов радиостанции ""Эхо Москвы"", ему предложили на опознание трех похожих мужчин в форме и в одном из них он узнал своего обидчика. Кроме того, в ГУВД Петербурга действия милиционеров на митинге разбираются в рамках служебной проверки. В каком статусе по следственным действиям находится опознанный прапорщик, не уточняется."" По её итогам к провинившимся могут быть приняты дисциплинарные меры. Прапорщик получил прозвище ""жемчужный"", так как у него на руке был виден браслет из материала, похожего на жемчуг.",Семёнов схватил прапорщика за волосы и ударил по лицу.,1288,False,0.4045898914337158,"[{'text': 'прапорщик обозвал демонстрантов ""хорьками"" и обругал их матом, после замечания Семёнова милиционер ударил его по лицу и схватил за волосы. "".', 'idx': 1286}, {'text': 'прапорщик обругал демонстрантов матом, обозвал демонстрантов ""хорьками"", после замечания милиционер ударил его по лицу и схватил за волосы. "".', 'idx': 1287}]","['прапорщик обозвал демонстрантов ""хорьками"" и обругал их матом, после замечания Семёнова милиционер ударил его по лицу и схватил за волосы. "".', 'прапорщик обругал демонстрантов матом, обозвал демонстрантов ""хорьками"", после замечания милиционер ударил его по лицу и схватил за волосы. "".']","[1286, 1287]"
"Какое прозвище получил человек, опознанный Семеновым?","Как заявил Дмитрий Семёнов радиостанции ""Эхо Москвы"", ему предложили на опознание трех похожих мужчин в форме и в одном из них он узнал своего обидчика. Прапорщик получил прозвище ""жемчужный"", так как у него на руке был виден браслет из материала, похожего на жемчуг. Участник митинга оппозиции в Петербурге, пострадавший 31 июля от действий милиции, опознал так называемого ""жемчужного прапорщика"". По словам Семёнова, прапорщика зовут Вадим Бойко. Конфликт между Семёновым и Бойко произошел во время разгона митинга оппозиции. В каком статусе по следственным действиям находится опознанный прапорщик, не уточняется."" Сообщалось, что конкретных подозреваемых по нему пока нет.",Жемчужный воришка.,1292,False,0.5717638731002808,"[{'text': 'Его прозвали Жемчужным прапорщиком.', 'idx': 1289}, {'text': 'Жемчужный прапорщик.', 'idx': 1291}]","['Его прозвали Жемчужным прапорщиком.', 'Жемчужный прапорщик.']","[1289, 1291]"
За какие действия Бойко получил замечание?,"Конфликт между Семёновым и Бойко произошел во время разгона митинга оппозиции. Когда Семёнов сделал Бойко замечание о неподобающем поведении, милиционер ударил его по лицу и схватил за волосы. В каком статусе по следственным действиям находится опознанный прапорщик, не уточняется."" Прапорщик обозвал демонстрантов ""хорьками"" и обругал их матом. Как заявил Дмитрий Семёнов радиостанции ""Эхо Москвы"", ему предложили на опознание трех похожих мужчин в форме и в одном из них он узнал своего обидчика. Участник митинга оппозиции в Петербурге, пострадавший 31 июля от действий милиции, опознал так называемого ""жемчужного прапорщика"". Прапорщик получил прозвище ""жемчужный"", так как у него на руке был виден браслет из материала, похожего на жемчуг.",Не платил алименты.,1297,False,0.43559402227401733,"[{'text': 'Обозвал демонстрантов ""хорьками"" и обругал их матом"".', 'idx': 1295}, {'text': 'Ругался на демонстрантов.', 'idx': 1298}]","['Обозвал демонстрантов ""хорьками"" и обругал их матом"".', 'Ругался на демонстрантов.']","[1295, 1298]"
Сколько журналистов похищено в Сирии в 2012 году?,"Так, только за 2012 год в стране были убиты 39 корреспондентов и похищен 21 журналист. В прошлый раз его вместе с тремя другими итальянскими журналистами похитили в Ливии в августе 2011 года. Согласно оценкам Комитета по защите журналистов, Сирия в последнее время является самым опасным в мире местом для сотрудников СМИ. Итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден. Кто именно стоял за похищением, также не сообщалось. Кирико и Пичинин, которые вместе приехали в Сирию, были похищены в начале апреля. За это время в ходе противостояния сторонников и противников президента Сирии Башара Асада в стране погибли более 100 тысяч человек.",21 журналист.,1300,True,0.9999997615814209,"[{'text': '21 журналист.', 'idx': 1300}]",['21 журналист.'],[1300]
"Где Доменико Кирико похищали до того, как его похитили в Сирии?","Итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден. В прошлый раз его вместе с тремя другими итальянскими журналистами похитили в Ливии в августе 2011 года. Также на свободу выпустили похищенного вместе с Кирико бельгийского учителя и писателя Пьера Пичинина (Pierre Piccinin). Кирико и Пичинин, которые вместе приехали в Сирию, были похищены в начале апреля. Тогда похищенные провели около суток в квартире в Триполи, после чего их выпустили на свободу. Для 62-летнего Доменико Кирико, известного в Италии военного журналиста газеты La Stampa, это похищение стало не первым. В июне Кирико, как пишет BBC News, смог связаться по телефону с женой и сообщить, что он жив.",В Ливии.,1301,True,0.8565002679824829,"[{'text': 'В Ливии.', 'idx': 1301}]",['В Ливии.'],[1301]
Кого ещё отпустили из плена вместе с журналистом?,"В прошлый раз его вместе с тремя другими итальянскими журналистами похитили в Ливии в августе 2011 года. Итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден. Кирико и Пичинин, которые вместе приехали в Сирию, были похищены в начале апреля. Также на свободу выпустили похищенного вместе с Кирико бельгийского учителя и писателя Пьера Пичинина (Pierre Piccinin). Тогда похищенные провели около суток в квартире в Триполи, после чего их выпустили на свободу. В июне Кирико, как пишет BBC News, смог связаться по телефону с женой и сообщить, что он жив. Для 62-летнего Доменико Кирико, известного в Италии военного журналиста газеты La Stampa, это похищение стало не первым.",Бельгийский учитель и писатель Пьер Пачинин.,1303,True,0.48006463050842285,"[{'text': 'Бельгийский учитель и писатель Пьер Пачинин.', 'idx': 1303}]",['Бельгийский учитель и писатель Пьер Пачинин.'],[1303]
Какое издание сообщило об освобождении Доменико Кирико?,"Итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден. Для 62-летнего Доменико Кирико, известного в Италии военного журналиста газеты La Stampa, это похищение стало не первым. Также на свободу выпустили похищенного вместе с Кирико бельгийского учителя и писателя Пьера Пичинина (Pierre Piccinin). В июне Кирико, как пишет BBC News, смог связаться по телефону с женой и сообщить, что он жив. Кирико и Пичинин, которые вместе приехали в Сирию, были похищены в начале апреля. Тогда похищенные провели около суток в квартире в Триполи, после чего их выпустили на свободу. В прошлый раз его вместе с тремя другими итальянскими журналистами похитили в Ливии в августе 2011 года.","BBC News сообщает, что итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден.",1307,False,0.37757694721221924,"[{'text': 'Reuters сообщает, что итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден.', 'idx': 1305}, {'text': 'Итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден.Об этом 8 сентября сообщает Reuters.', 'idx': 1306}]","['Reuters сообщает, что итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден.', 'Итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден.Об этом 8 сентября сообщает Reuters.']","[1305, 1306]"
Какая группировка взяла на себя ответственность за похищение Кирико и Пичинина?,"Также на свободу выпустили похищенного вместе с Кирико бельгийского учителя и писателя Пьера Пичинина (Pierre Piccinin). Кирико и Пичинин, которые вместе приехали в Сирию, были похищены в начале апреля. Итальянский журналист Доменико Кирико (Domenico Quirico), похищенный в Сирии в апреле, освобожден. Ответственность за похищение пока не взяла на себя ни одна группировка. Кто именно стоял за похищением, также не сообщалось. Для 62-летнего Доменико Кирико, известного в Италии военного журналиста газеты La Stampa, это похищение стало не первым. В июне Кирико, как пишет BBC News, смог связаться по телефону с женой и сообщить, что он жив.",Ответственность за похищение пока не взяла на себя ни одна группировка.,1310,True,0.5353216528892517,"[{'text': 'Ответственность за похищение пока не взяла на себя ни одна группировка.', 'idx': 1310}, {'text': 'Никакая. Ни одна группировка еще не взяла на себя ответственность за похищение Кирико и Пичинина.', 'idx': 1312}]","['Ответственность за похищение пока не взяла на себя ни одна группировка.', 'Никакая. Ни одна группировка еще не взяла на себя ответственность за похищение Кирико и Пичинина.']","[1310, 1312]"
О каких каналах идёт речь в тексте?,"Тогда в эфире телеканалов транслировался и ролик МТС. В рекламном ролике МТС были использованы фрагменты фильма с участием Васильевой без её согласия. От неё актриса требует 6 миллионов рублей. 4 числа суд проведет предварительное слушания по иску к компании ""Профит"". Суд признал, что авторские права актрисы были нарушены, и потребовал от НТВ выплатить ей по 10 тысяч рублей за каждый ролик, появившийся в эфире. Оставшиеся иски суд рассмотрит в марте. Об этом сообщает РИА Новости.",МТС.,1313,False,0.9999998807907104,"[{'text': 'Первый канал.', 'idx': 1314}, {'text': 'ВГТРК.', 'idx': 1317}, {'text': 'НТВ.', 'idx': 1318}]","['Первый канал.', 'ВГТРК.', 'НТВ.']","[1314, 1317, 1318]"
"О каких нарушениях идёт речь, на которые подала иск Татьяна Васильева?","4 числа суд проведет предварительное слушания по иску к компании ""Профит"". Ранее суд отклонил иск Васильевой к ОАО ""ТВ Центр"" из-за неполного комплекта документов. Актриса также подала иски к МТС, продюсерской компании фильма ООО ""Продюсерская фирма Игоря Толстунова"" (""Профит"") и ряду СМИ. Суд признал, что авторские права актрисы были нарушены, и потребовал от НТВ выплатить ей по 10 тысяч рублей за каждый ролик, появившийся в эфире. Арбитражный суд Москвы 28 февраля постановил, что телеканал НТВ должен выплатить актрисе Татьяне Васильевой компенсацию в размере 50 тысяч рублей. В рекламном ролике МТС были использованы фрагменты фильма с участием Васильевой без её согласия. Васильева подавала иск к НТВ за то, что телеканал показал рекламный ролик ""Тариф Новогодний"" сотового оператора МТС, снятый по мотивам одноименного фильма.",Нарушение авторских прав.,1320,True,0.7130670547485352,"[{'text': 'Нарушение авторских прав.', 'idx': 1320}, {'text': 'Трансляция отправка из фильма без её согласия.', 'idx': 1324}]","['Нарушение авторских прав.', 'Трансляция отправка из фильма без её согласия.']","[1320, 1324]"
К кому Татьяна Васильева подала иск за нарушение авторских прав?,"Арбитражный суд Москвы 28 февраля постановил, что телеканал НТВ должен выплатить актрисе Татьяне Васильевой компенсацию в размере 50 тысяч рублей. 4 числа суд проведет предварительное слушания по иску к компании ""Профит"". Васильева подавала иск к НТВ за то, что телеканал показал рекламный ролик ""Тариф Новогодний"" сотового оператора МТС, снятый по мотивам одноименного фильма. Ранее суд отклонил иск Васильевой к ОАО ""ТВ Центр"" из-за неполного комплекта документов. Актриса также подала иски к МТС, продюсерской компании фильма ООО ""Продюсерская фирма Игоря Толстунова"" (""Профит"") и ряду СМИ. Суд признал, что авторские права актрисы были нарушены, и потребовал от НТВ выплатить ей по 10 тысяч рублей за каждый ролик, появившийся в эфире. Фильм ""Тариф Новогодний"" вышел в прокат в декабре 2008 года.","Помимо НТВ иски также были поданы к ""Первому каналу"", НТВ, ВГТРК, ""ТВ Центру"" и ТНТ"".",1328,True,0.6136350631713867,"[{'text': 'Татьяна Васильева подала иск на телеканал НТВ, оператора МТС, продюсерской компании фильма ООО ""Продюсерская фирма Игоря Толстунова"" (""Профит"") и ряду СМИ"".', 'idx': 1325}, {'text': 'Помимо НТВ иски также были поданы к ""Первому каналу"", НТВ, ВГТРК, ""ТВ Центру"" и ТНТ"".', 'idx': 1328}]","['Татьяна Васильева подала иск на телеканал НТВ, оператора МТС, продюсерской компании фильма ООО ""Продюсерская фирма Игоря Толстунова"" (""Профит"") и ряду СМИ"".', 'Помимо НТВ иски также были поданы к ""Первому каналу"", НТВ, ВГТРК, ""ТВ Центру"" и ТНТ"".']","[1325, 1328]"
За какие нарушения своих прав Татьяна Васильева подала в суд на СМИ?,"Арбитражный суд Москвы 28 февраля постановил, что телеканал НТВ должен выплатить актрисе Татьяне Васильевой компенсацию в размере 50 тысяч рублей. Ранее суд отклонил иск Васильевой к ОАО ""ТВ Центр"" из-за неполного комплекта документов. Суд признал, что авторские права актрисы были нарушены, и потребовал от НТВ выплатить ей по 10 тысяч рублей за каждый ролик, появившийся в эфире. Васильева подавала иск к НТВ за то, что телеканал показал рекламный ролик ""Тариф Новогодний"" сотового оператора МТС, снятый по мотивам одноименного фильма. 4 числа суд проведет предварительное слушания по иску к компании ""Профит"". Актриса также подала иски к МТС, продюсерской компании фильма ООО ""Продюсерская фирма Игоря Толстунова"" (""Профит"") и ряду СМИ. Оставшиеся иски суд рассмотрит в марте.","Васильева подавала иск к НТВ за то, что телеканал нарушил её права, показав рекламный ролик ""Тариф Новогодний"" сотового оператора МТС, снятый по мотивам одноименного фильма"".",1333,True,0.864822268486023,"[{'text': 'За нарушение авторских прав.', 'idx': 1331}, {'text': 'Васильева подавала иск к НТВ за то, что телеканал нарушил её права, показав рекламный ролик ""Тариф Новогодний"" сотового оператора МТС, снятый по мотивам одноименного фильма"".', 'idx': 1333}]","['За нарушение авторских прав.', 'Васильева подавала иск к НТВ за то, что телеканал нарушил её права, показав рекламный ролик ""Тариф Новогодний"" сотового оператора МТС, снятый по мотивам одноименного фильма"".']","[1331, 1333]"
За что Татьяна Васильева хочет компенсацию?,"Арбитражный суд Москвы 28 февраля постановил, что телеканал НТВ должен выплатить актрисе Татьяне Васильевой компенсацию в размере 50 тысяч рублей. От неё актриса требует 6 миллионов рублей. 4 числа суд проведет предварительное слушания по иску к компании ""Профит"". Ранее суд отклонил иск Васильевой к ОАО ""ТВ Центр"" из-за неполного комплекта документов. Васильева подавала иск к НТВ за то, что телеканал показал рекламный ролик ""Тариф Новогодний"" сотового оператора МТС, снятый по мотивам одноименного фильма. Оставшиеся иски суд рассмотрит в марте. Актриса также подала иски к МТС, продюсерской компании фильма ООО ""Продюсерская фирма Игоря Толстунова"" (""Профит"") и ряду СМИ.",Мошенничество.,1338,False,0.4771345555782318,"[{'text': 'Трансляция отрывка из её фильма без её согласия.', 'idx': 1335}, {'text': 'Нарушение авторских прав.', 'idx': 1337}]","['Трансляция отрывка из её фильма без её согласия.', 'Нарушение авторских прав.']","[1335, 1337]"
Кто отправляется на квартиру к Шмиду?,"В то же утро он отправляется на квартиру к Шмиду. Тшанц и Берлах отправляются на место преступления. Он надеется, что там, где Шмид был в среду, и сегодня устраивается приём, и рассчитывает поехать вслед за машинами, которые будут направляться на этот приём. Тшанц сам должен найти разгадку. От фрау Шенлер, у которой Шмид снимал комнату, Тшанц узнает, что в дни, помеченные в календаре буквой «Г», по вечерам ее жилец надевал фрак и уезжал из дому. Берлах говорит своему помощнику, что догадывается, кто убийца, но открыть его имя Тшанцу отказывается. Когда на следующее утро к нему в кабинет является вызванный им Тшанц, Берлаху на мгновение кажется, что он видит перед собой покойного Шмида, так как Тшанц одет точно так же, как Шмид. Там он обнаруживает папку убитого с документами, но пока никому о ней не рассказывает.",Тшанц.,1342,False,0.7403104901313782,"[{'text': 'Берлах.', 'idx': 1341}, {'text': 'Туда направляется Берлах.', 'idx': 1343}]","['Берлах.', 'Туда направляется Берлах.']","[1341, 1343]"
Кто должен сам найти разгадку?,"Берлах говорит своему помощнику, что догадывается, кто убийца, но открыть его имя Тшанцу отказывается. Тшанц сам должен найти разгадку. От фрау Шенлер, у которой Шмид снимал комнату, Тшанц узнает, что в дни, помеченные в календаре буквой «Г», по вечерам ее жилец надевал фрак и уезжал из дому. Там он обнаруживает папку убитого с документами, но пока никому о ней не рассказывает. Прежде всего Берлах приказывает держать историю с убийством в тайне, несмотря на несогласие своего шефа Лютца. Тшанц и Берлах отправляются на место преступления. Он надеется, что там, где Шмид был в среду, и сегодня устраивается приём, и рассчитывает поехать вслед за машинами, которые будут направляться на этот приём. В то же утро он отправляется на квартиру к Шмиду.",Тшанц.,1348,True,0.5632129311561584,"[{'text': 'Разгадку должен найти Тшанц.', 'idx': 1346}, {'text': 'Тшанц.', 'idx': 1348}]","['Разгадку должен найти Тшанц.', 'Тшанц.']","[1346, 1348]"
Кто в то же утро отправился на квартиру к Шмиду?,"В то же утро он отправляется на квартиру к Шмиду. Он надеется, что там, где Шмид был в среду, и сегодня устраивается приём, и рассчитывает поехать вслед за машинами, которые будут направляться на этот приём. Тшанц и Берлах отправляются на место преступления. Тшанц сам должен найти разгадку. От фрау Шенлер, у которой Шмид снимал комнату, Тшанц узнает, что в дни, помеченные в календаре буквой «Г», по вечерам ее жилец надевал фрак и уезжал из дому. Берлах говорит своему помощнику, что догадывается, кто убийца, но открыть его имя Тшанцу отказывается. Когда на следующее утро к нему в кабинет является вызванный им Тшанц, Берлаху на мгновение кажется, что он видит перед собой покойного Шмида, так как Тшанц одет точно так же, как Шмид. Там он обнаруживает папку убитого с документами, но пока никому о ней не рассказывает.",Бабрых.,1351,False,0.6700655221939087,"[{'text': 'Берлах.', 'idx': 1352}, {'text': 'Это был Берлах.', 'idx': 1353}]","['Берлах.', 'Это был Берлах.']","[1352, 1353]"
